,Review,Positive,Negative,Neutral
279,camera  qualiti poornow day budget expect least case,0.0,0.0,1.0
280,nice product,0.737,0.0,0.263
281,screen awesom speaker  bad yr     satisfi  set ad speaker,0.0,0.304,0.696
282,nice,1.0,0.0,0.0
283,review use  day camera   fast  fhd  panel build qualiti weak,0.0,0.244,0.756
284,pleas dont buy phonethi total wast moneyi excit see phone  mp phone camera camera badin phone softwar differ realm phonein phone one app photo videosin phone set differ realm phonein phone app lock hide app settingsand option return that could even return phonepleas dont ,0.0,0.038,0.962
285,best budget phone poco  order product poco  reload gift phone sister birthday love thank flipkart fast deliveri thank poco team,0.521,0.0,0.479
286,pros   colour  big display low  camera expect price  batteri good last almost  dayscon   work  ram manag upto  camera good comparison redmi realm redmi realm click far better mobil   miss back cover packag price compani provid back cover,0.196,0.083,0.721
287,budget mobil,0.0,0.0,1.0
288,camera qualiti good,0.592,0.0,0.408
289,vari good product poco ,0.492,0.0,0.508
290,superb,1.0,0.0,0.0
291,nice product thank filipcard,0.726,0.0,0.274
292,bad,0.0,1.0,0.0
293,good ptoduct,0.744,0.0,0.256
294,nice mobil,0.737,0.0,0.263
295,nice excel product consid price perfect  camera doesnt seem  claim overal excel product,0.581,0.0,0.419
296,smart phone best smartphon price rang phone realli valu money phonecamera   ai tripl camera  mp depth  mp macro camera imag qualiti better smartphon price rang max  full hd video also record rear camera hdr night mode support  mp front camera pic qualiti better price rang come front screen flash hdr mode ai face beautificationmax  video record b,0.232,0.0,0.768
297,use phone sinc  month fast perform processor good batteri good camera okay good good purchas cheaper phone configur,0.509,0.0,0.491
298,build phone good packag good transpar cover given seller front camera worth  rear camera worth  also mani applic likephoto gallerysecur scannerfil managerspe connect etcoveral would like give  star  star,0.335,0.0,0.665
299,mobil ok,0.688,0.0,0.312
300,poor camera qualiti infact time work poor displaypoor performancenoth good set,0.17,0.363,0.468
301,phone valu maney camera bad condit,0.0,0.412,0.588
302,osm mobil volu money  realm good companyand thak much  flipkart fast deliveri ,0.209,0.0,0.791
303,super camera night,0.661,0.0,0.339
304,nice phone best ,0.875,0.0,0.125
305,super perform old age home brought father like lot super lava basic phone noth think jut go iti love lot got  lesser seen app thank flipkart low price,0.414,0.051,0.535
306,everyth goodsound qualiti aswmdeliveri servic goodthnx flipcrd,0.0,0.0,1.0
307,look nice best mobil keypad set awesom mobil phone smooth use phone,0.412,0.0,0.588
308,good mobil,0.744,0.0,0.256
309,low budget phone  perform batteri good camera good better low budgetaverag display screenpurchas devic father hed like,0.424,0.159,0.417
310,excel key pad phone  lava gem far usedit look good batteri backup sound qualiti superb well easi oper colour blackish blue etc make altogeth attract key pad phone avail market moreov flipkart deliveri execut deliv product much earlier schedul date,0.294,0.0,0.706
311,phone nice,0.737,0.0,0.263
312,buy without hesit,0.0,0.0,1.0
313,good product,0.744,0.0,0.256
314,good phone,0.744,0.0,0.256
315,great devic let tell  superb build qualiti  great display  camera great good light condit  process great  sound superb  call qualiti great  red colour look  portrait mode photographi superb,0.653,0.0,0.347
316,love older size ie  inch type definit go  noth better xr xs  best price usag,0.485,0.0,0.515
317,sure prefer first iphon valu money batteri suffici alreadi know batteri iphon camera mark insuffici night mode wideangl mode that ok big deal display perform good enough overal lookup impress cours attract speaker mind blow dual speaker setup quit loud compar other price rang phone best inter,0.293,0.0,0.707
318,first iphon hv bought  it bit diff use first first mani year hv use android actual like  camera omg it realli awesom  like feel classi use  batteri also good enough  write review use  day anyon think buy pls go  thank,0.251,0.0,0.749
319,one best phone  camera performancebatteri also good without gamesthank u flipkart best offer fastest deliveri ,0.507,0.0,0.493
320,great camera pic video batteri life good far set turn never use use turn use power save mode time full day light game  use camera  listen music car youtub bluetooth coupl hour give full day batteri vare   hour sot per dayperform top notch play everi game everi task easeveri premium phone look,0.235,0.0,0.765
321,iphon se best phone ever get beauti design give classi look palm moreov perform wise benchmark disappoint budget purchas point size look wont disappoint strong recommend phone peopl work orient game love skip phone game phone best featur stun look  perform batteri life good,0.377,0.083,0.54
322,mobil handi pack good perform nice camera first iphon good experi appl batteri worst hard get  hour screen time  posit thing came know mani hour spend mobil poor batteri use mobil  hour day,0.195,0.195,0.611
323,second iphon iphon  iv long time android user ill tell phone prospect buyer  photo video enthusiast reliabl camera fast excel pictur qualiti video absolut stabl profession qualiti would amaz mani peopl shoot youtub video iphon downsid display doesnt justic photo video taken night photo ,0.154,0.048,0.798
324,total worth price io fan like compact phone want switch android iphon like click good photo camera unbeat multitask normal phone get stuck app keep go without hiatus lag like listen music  speaker one front anoth watch movi  music feel like dolbi atmosther lot technic advantag dont want get yo,0.346,0.032,0.622
325,best budget phone poco  order product poco  reload gift phone sister birthday love thank flipkart fast deliveri thank poco team,0.521,0.0,0.479
326,pros   colour  big display low  camera expect price  batteri good last almost  dayscon   work  ram manag upto  camera good comparison redmi realm redmi realm click far better mobil   miss back cover packag price compani provid back cover,0.196,0.083,0.721
327,budget mobil,0.0,0.0,1.0
328,camera qualiti good,0.592,0.0,0.408
329,vari good product poco ,0.492,0.0,0.508
330,superb,1.0,0.0,0.0
331,nice product thank filipcard,0.726,0.0,0.274
332,bad,0.0,1.0,0.0
333,good ptoduct,0.744,0.0,0.256
334,nice mobil,0.737,0.0,0.263
335,fantast phone love look better photo showcas suggest phone peopl look good budget phone camera good phone lag sometim  ram miui heavi suggest  version cpu power enough daili task give premium experi better redmi doesnt ad,0.328,0.05,0.622
336,phone best price rang poco know best mobil good  like,0.697,0.0,0.303
337,vri vri good qualiti perform good awesom design  everyth good,0.554,0.0,0.446
338, buy poco brand easi oper good averag user cost wise also look better brand,0.447,0.0,0.553
339,week buy poco  honest view littl bit afraid size batteri backup display aspect surpris nowaday afford good phone much cost camera avg still give feel captur micro shotsbatteri charg  morn ít backup let use entir day consum  day even heavi useprocessor almost use half ram ßtill run,0.121,0.0,0.879
340,super good,1.0,0.0,0.0
341,good mobil budget rang camera averag ok rang batteri backup good perform good normal user overal good smartphon price thank flipkart,0.521,0.0,0.479
342,super,1.0,0.0,0.0
343,nice phone okay display good batteri backup work smooth overal good perform,0.568,0.0,0.432
344,perform       money ,0.0,0.0,1.0
345,good product nice mobil best price thank much flipkart,0.713,0.0,0.287
346,get tini budget phone like one sound qualiti call qualiti quit good phone best part batteri backup phone till issu phone although use month far sure good function futur,0.381,0.0,0.619
347,good basic usag,0.592,0.0,0.408
348,valu money  excel batteri backup  good tower signal   good display  good voic clariti  loud speaker overal good phone,0.529,0.0,0.471
349,awesom phone bought aunti best phone price use flexibl use nice sound volum dont think gofor also wireless fm work nice hear song radio without headset,0.299,0.0,0.701
350,today  aug  receiv mobil phone happi phone realli low price good  featur phone batteri  mah enough featur phone anoth remarkablefeatur phone inbuilt sound amplifi that loud clear music listen pure indian origin phone feel proud indian thank lava intern,0.235,0.044,0.72
351,good display good batteri perfoman best gift age peopl easi use light weight,0.589,0.0,0.411
352,awesom design featur price pointcamera qualiti good decent batteri backup highlight featur phonei love lava ,0.442,0.0,0.558
353,good productyou want simpl mobil use call mobil nice call batteri backup also good  day,0.474,0.0,0.526
354,fantast super super fast deliveri best choic keypad mobil phone packag good fast deliveri date glad part flipkart fantast mind blow servic flipkart product good ,0.523,0.0,0.477
355,nice excel product consid price perfect  camera doesnt seem  claim overal excel product,0.581,0.0,0.419
356,smart phone best smartphon price rang phone realli valu money phonecamera   ai tripl camera  mp depth  mp macro camera imag qualiti better smartphon price rang max  full hd video also record rear camera hdr night mode support  mp front camera pic qualiti better price rang come front screen flash hdr mode ai face beautificationmax  video record b,0.232,0.0,0.768
357,use phone sinc  month fast perform processor good batteri good camera okay good good purchas cheaper phone configur,0.509,0.0,0.491
358,build phone good packag good transpar cover given seller front camera worth  rear camera worth  also mani applic likephoto gallerysecur scannerfil managerspe connect etcoveral would like give  star  star,0.335,0.0,0.665
